Plate,Sample,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,X Mean,Y Mean,X SD,Y SD
HW_PYRO_20250713,LD_C_20_N_1,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0.000,0.000,N/A,N/A,N/A,N/A
HW_PYRO_20250713,LD_C_20_N_1,R1,BL3 - BL3-H,SSC - SSC-H,16,160,0.100,3.730,44,519858,15.22,64752.88
HW_PYRO_20250713,LD_C_20_N_2,All Events,FSC - FSC-H,SSC - SSC-H,143,159,0.899,100.000,107290,171931,77142.65,166985.63
HW_PYRO_20250713,LD_C_20_N_2,R1,FSC - FSC-H,SSC - SSC-H,18,159,0.113,12.587,244263,516642,32039.37,85328.87
HW_PYRO_20250713,LD_C_20_N_2,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,0.000,N/A,N/A,N/A,N/A
HW_PYRO_20250713,LD_C_20_N_2,R1,BL3 - BL3-H,SSC - SSC-H,18,159,0.113,12.587,46,516642,11.55,85328.87
HW_PYRO_20250713,LD_C_20_N_3,All Events,FSC - FSC-H,SSC - SSC-H,31,160,0.194,100.000,109126,177705,85290.33,209455.88
HW_PYRO_20250713,LD_C_20_N_3,R1,FSC - FSC-H,SSC - SSC-H,6,160,0.037,19.355,243634,547073,25324.29,173921.11
HW_PYRO_20250713,LD_C_20_N_3,R2,BL3 - BL3-H,SSC - SSC-H,0,160,0.000,0.000,N/A,N/A,N/A,N/A
HW_PYRO_20250713,LD_C_20_N_3,R1,BL3 - BL3-H,SSC - SSC-H,6,160,0.037,19.355,42,547073,14.95,173921.11
HW_PYRO_20250713,LD_C_25_N_1,All Events,FSC - FSC-H,SSC - SSC-H,51,159,0.321,100.000,125603,263603,91582.41,301402.10
HW_PYRO_20250713,LD_C_25_N_1,R1,FSC - FSC-H,SSC - SSC-H,11,159,0.069,21.569,245083,583425,35908.21,179868.26
HW_PYRO_20250713,LD_C_25_N_1,R2,BL3 - BL3-H,SSC - SSC-H,0,159,0.000,0.000,N/A,N/A,N/A,N/A
HW_PYRO_20250713,LD_C_25_N_1,R1,BL3 - BL3-H,SSC - SSC-H,11,159,0.069,21.569,44,583425,15.87,179868.26
HW_PYRO_20250713,LD_C_25_N_2,All Events,FSC - FSC-H,SSC - SSC-H,188,160,1.175,100.000,126538,199340,125745.46,251998.84
HW_PYRO_20250713,LD_C_25_N_2,R1,FSC - FSC-H,SSC - SSC-H,39,160,0.244,20.745,281680,608789,117146.31,128155.36
HW_PYRO_20250713,LD_C_25_N_2,R2,BL3 - BL3-H,SSC - SSC-H,27,160,0.169,14.362,42371,636877,5711.00,106188.78
HW_PYRO_20250713,LD_C_25_N_2,R1,BL3 - BL3-H,SSC - SSC-H,39,160,0.244,20.745,29347,608789,20346.57,128155.36
HW_PYRO_20250713,LD_C_25_N_2,R2,AreaSquareMicrons,CircularityPercent ,27,160,0.169,14.362,792,31,434.78,19.11
HW_PYRO_20250713,LD_C_25_N_2,R2,EccentricityPercent ,MajorDiameterMicrons ,27,160,0.169,14.362,67,37,27.55,14.96
HW_PYRO_20250713,LD_C_25_N_2,R2,MinorDiameterMicrons ,PerimeterMicrons,27,160,0.169,14.362,23,165,11.74,78.05
HW_PYRO_20250713,LD_C_25_N_2,R2,AreaSquareMicrons,CVIntensity,27,160,0.169,14.362,792,43,434.78,17.63
HW_PYRO_20250713,LD_C_25_N_2,R2,SkewnessIntensity,StandardDeviationIntensity,27,160,0.169,14.362,1,142,0.53,58.31
HW_PYRO_20250713,LD_C_20_2,All Events,FSC - FSC-H,SSC - SSC-H,597,160,3.731,100.000,181053,97493,149013.69,119243.59
HW_PYRO_20250713,LD_C_20_2,R1,FSC - FSC-H,SSC - SSC-H,16,160,0.100,2.680,441451,497430,160885.48,83590.10
HW_PYRO_20250713,LD_C_20_2,R2,BL3 - BL3-H,SSC - SSC-H,4,160,0.025,0.670,48391,508476,5991.03,123777.33
HW_PYRO_20250713,LD_C_20_2,R1,BL3 - BL3-H,SSC - SSC-H,16,160,0.100,2.680,12128,497430,21788.88,83590.10
HW_PYRO_20250713,LD_C_20_2,R2,AreaSquareMicrons,CircularityPercent ,4,160,0.025,0.670,1670,44,897.52,27.69
HW_PYRO_20250713,LD_C_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,4,160,0.025,0.670,71,54,13.41,11.82
HW_PYRO_20250713,LD_C_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,4,160,0.025,0.670,38,223,13.50,13.76
HW_PYRO_20250713,LD_C_20_2,R2,AreaSquareMicrons,CVIntensity,4,160,0.025,0.670,1670,44,897.52,7.89
HW_PYRO_20250713,LD_C_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,4,160,0.025,0.670,1,161,0.21,28.71
HW_PYRO_20250713,LD_C_20_3,All Events,FSC - FSC-H,SSC - SSC-H,369,159,2.321,100.000,175378,100688,149142.81,126718.70
HW_PYRO_20250713,LD_C_20_3,R1,FSC - FSC-H,SSC - SSC-H,9,159,0.057,2.439,355530,512134,145632.37,130311.41
HW_PYRO_20250713,LD_C_20_3,R2,BL3 - BL3-H,SSC - SSC-H,3,159,0.019,0.813,49358,451618,2964.63,33401.38
HW_PYRO_20250713,LD_C_20_3,R1,BL3 - BL3-H,SSC - SSC-H,9,159,0.057,2.439,16481,512134,24702.77,130311.41
HW_PYRO_20250713,LD_C_20_3,R2,AreaSquareMicrons,CircularityPercent ,3,159,0.019,0.813,1056,19,165.60,2.85
HW_PYRO_20250713,LD_C_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,3,159,0.019,0.813,57,41,14.94,3.32
HW_PYRO_20250713,LD_C_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,3,159,0.019,0.813,33,267,3.61,18.81
HW_PYRO_20250713,LD_C_20_3,R2,AreaSquareMicrons,CVIntensity,3,159,0.019,0.813,1056,55,165.60,8.39
HW_PYRO_20250713,LD_C_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,3,159,0.019,0.813,2,172,0.64,5.67
HW_PYRO_20250713,LD_C_25_1,All Events,FSC - FSC-H,SSC - SSC-H,107,159,0.673,100.000,142310,91877,113864.26,107130.92
HW_PYRO_20250713,LD_C_25_1,R1,FSC - FSC-H,SSC - SSC-H,3,159,0.019,2.804,346630,557827,140850.55,141259.03
HW_PYRO_20250713,LD_C_25_1,R2,BL3 - BL3-H,SSC - SSC-H,3,159,0.019,2.804,41150,557827,7990.95,141259.03
HW_PYRO_20250713,LD_C_25_1,R1,BL3 - BL3-H,SSC - SSC-H,3,159,0.019,2.804,41150,557827,7990.95,141259.03
HW_PYRO_20250713,LD_C_25_1,R2,AreaSquareMicrons,CircularityPercent ,3,159,0.019,2.804,927,28,112.53,7.83
HW_PYRO_20250713,LD_C_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,3,159,0.019,2.804,75,42,5.78,2.50
HW_PYRO_20250713,LD_C_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,3,159,0.019,2.804,28,207,2.68,23.42
HW_PYRO_20250713,LD_C_25_1,R2,AreaSquareMicrons,CVIntensity,3,159,0.019,2.804,927,49,112.53,4.27
HW_PYRO_20250713,LD_C_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,3,159,0.019,2.804,1,168,0.57,9.96
HW_PYRO_20250713,LD_H_25_1_N,All Events,FSC - FSC-H,SSC - SSC-H,1110,159,6.981,100.000,99888,55266,105041.45,86929.31
HW_PYRO_20250713,LD_H_25_1_N,R1,FSC - FSC-H,SSC - SSC-H,13,159,0.082,1.171,356759,522503,137230.28,108295.19
HW_PYRO_20250713,LD_H_25_1_N,R2,BL3 - BL3-H,SSC - SSC-H,6,159,0.038,0.541,44285,571703,10566.98,139288.55
HW_PYRO_20250713,LD_H_25_1_N,R1,BL3 - BL3-H,SSC - SSC-H,13,159,0.082,1.171,20464,522503,23946.11,108295.19
HW_PYRO_20250713,LD_H_25_1_N,R2,AreaSquareMicrons,CircularityPercent ,6,159,0.038,0.541,945,36,461.10,25.97
HW_PYRO_20250713,LD_H_25_1_N,R2,EccentricityPercent ,MajorDiameterMicrons ,6,159,0.038,0.541,77,45,18.14,3.78
HW_PYRO_20250713,LD_H_25_1_N,R2,MinorDiameterMicrons ,PerimeterMicrons,6,159,0.038,0.541,26,201,11.75,80.57
HW_PYRO_20250713,LD_H_25_1_N,R2,AreaSquareMicrons,CVIntensity,6,159,0.038,0.541,945,53,461.10,19.10
HW_PYRO_20250713,LD_H_25_1_N,R2,SkewnessIntensity,StandardDeviationIntensity,6,159,0.038,0.541,1,166,0.38,27.29
HW_PYRO_20250713,LD_H_25_2_N,All Events,FSC - FSC-H,SSC - SSC-H,528,160,3.300,100.000,105674,72688,106542.93,110345.25
HW_PYRO_20250713,LD_H_25_2_N,R1,FSC - FSC-H,SSC - SSC-H,9,160,0.056,1.705,305208,635741,75599.60,92260.75
HW_PYRO_20250713,LD_H_25_2_N,R2,BL3 - BL3-H,SSC - SSC-H,8,160,0.050,1.515,40139,655526,9130.09,75510.29
HW_PYRO_20250713,LD_H_25_2_N,R1,BL3 - BL3-H,SSC - SSC-H,9,160,0.056,1.705,35685,635741,15857.37,92260.75
HW_PYRO_20250713,LD_H_25_2_N,R2,AreaSquareMicrons,CircularityPercent ,8,160,0.050,1.515,798,33,368.35,20.10
HW_PYRO_20250713,LD_H_25_2_N,R2,EccentricityPercent ,MajorDiameterMicrons ,8,160,0.050,1.515,67,37,19.25,7.00
HW_PYRO_20250713,LD_H_25_2_N,R2,MinorDiameterMicrons ,PerimeterMicrons,8,160,0.050,1.515,26,184,9.24,55.25
HW_PYRO_20250713,LD_H_25_2_N,R2,AreaSquareMicrons,CVIntensity,8,160,0.050,1.515,798,49,368.35,6.43
HW_PYRO_20250713,LD_H_25_2_N,R2,SkewnessIntensity,StandardDeviationIntensity,8,160,0.050,1.515,2,163,0.22,18.79
HW_PYRO_20250713,LD_H_25_N_3,All Events,FSC - FSC-H,SSC - SSC-H,5516,160,34.475,100.000,93400,49636,95272.66,93711.62
HW_PYRO_20250713,LD_H_25_N_3,R1,FSC - FSC-H,SSC - SSC-H,83,160,0.519,1.505,366159,548370,132357.69,125480.59
HW_PYRO_20250713,LD_H_25_N_3,R2,BL3 - BL3-H,SSC - SSC-H,44,160,0.275,0.798,42126,557800,9399.97,110235.69
HW_PYRO_20250713,LD_H_25_N_3,R1,BL3 - BL3-H,SSC - SSC-H,83,160,0.519,1.505,22505,548370,22061.42,125480.59
HW_PYRO_20250713,LD_H_25_N_3,R2,AreaSquareMicrons,CircularityPercent ,44,160,0.275,0.798,1103,42,457.40,22.68
HW_PYRO_20250713,LD_H_25_N_3,R2,EccentricityPercent ,MajorDiameterMicrons ,44,160,0.275,0.798,66,43,16.78,10.36
HW_PYRO_20250713,LD_H_25_N_3,R2,MinorDiameterMicrons ,PerimeterMicrons,44,160,0.275,0.798,31,195,8.88,66.50
HW_PYRO_20250713,LD_H_25_N_3,R2,AreaSquareMicrons,CVIntensity,44,160,0.275,0.798,1103,48,457.40,7.83
HW_PYRO_20250713,LD_H_25_N_3,R2,SkewnessIntensity,StandardDeviationIntensity,44,160,0.275,0.798,1,164,0.43,23.27
HW_PYRO_20250713,LD_C_25_N_3,All Events,FSC - FSC-H,SSC - SSC-H,1327,160,8.294,100.000,100444,55542,94673.25,124099.49
HW_PYRO_20250713,LD_C_25_N_3,R1,FSC - FSC-H,SSC - SSC-H,41,160,0.256,3.090,307217,610508,130834.42,144834.79
HW_PYRO_20250713,LD_C_25_N_3,R2,BL3 - BL3-H,SSC - SSC-H,14,160,0.087,1.055,45167,584732,7147.18,90373.84
HW_PYRO_20250713,LD_C_25_N_3,R1,BL3 - BL3-H,SSC - SSC-H,41,160,0.256,3.090,15451,610508,22043.70,144834.79
HW_PYRO_20250713,LD_C_25_N_3,R2,AreaSquareMicrons,CircularityPercent ,14,160,0.087,1.055,784,26,446.53,18.22
HW_PYRO_20250713,LD_C_25_N_3,R2,EccentricityPercent ,MajorDiameterMicrons ,14,160,0.087,1.055,65,36,29.06,15.98
HW_PYRO_20250713,LD_C_25_N_3,R2,MinorDiameterMicrons ,PerimeterMicrons,14,160,0.087,1.055,23,173,11.67,83.38
HW_PYRO_20250713,LD_C_25_N_3,R2,AreaSquareMicrons,CVIntensity,14,160,0.087,1.055,784,44,446.53,23.96
HW_PYRO_20250713,LD_C_25_N_3,R2,SkewnessIntensity,StandardDeviationIntensity,14,160,0.087,1.055,1,143,0.63,66.14
HW_PYRO_20250713,LD_C_30_N_1,All Events,FSC - FSC-H,SSC - SSC-H,286,160,1.788,100.000,89570,37357,86103.43,91366.65
HW_PYRO_20250713,LD_C_30_N_1,R1,FSC - FSC-H,SSC - SSC-H,4,160,0.025,1.399,266954,632640,65221.49,94153.33
HW_PYRO_20250713,LD_C_30_N_1,R2,BL3 - BL3-H,SSC - SSC-H,3,160,0.019,1.049,46885,670393,6561.99,68886.23
HW_PYRO_20250713,LD_C_30_N_1,R1,BL3 - BL3-H,SSC - SSC-H,4,160,0.025,1.399,35166,632640,24042.11,94153.33
HW_PYRO_20250713,LD_C_30_N_1,R2,AreaSquareMicrons,CircularityPercent ,3,160,0.019,1.049,822,23,613.66,6.93
HW_PYRO_20250713,LD_C_30_N_1,R2,EccentricityPercent ,MajorDiameterMicrons ,3,160,0.019,1.049,78,42,17.97,6.46
HW_PYRO_20250713,LD_C_30_N_1,R2,MinorDiameterMicrons ,PerimeterMicrons,3,160,0.019,1.049,23,189,16.67,80.81
HW_PYRO_20250713,LD_C_30_N_1,R2,AreaSquareMicrons,CVIntensity,3,160,0.019,1.049,822,62,613.66,24.82
HW_PYRO_20250713,LD_C_30_N_1,R2,SkewnessIntensity,StandardDeviationIntensity,3,160,0.019,1.049,1,181,0.57,21.23
HW_PYRO_20250713,LD_C_30_N_2,All Events,FSC - FSC-H,SSC - SSC-H,774,160,4.838,100.000,96842,50101,92755.39,114919.54
HW_PYRO_20250713,LD_C_30_N_2,R1,FSC - FSC-H,SSC - SSC-H,21,160,0.131,2.713,333625,623356,82270.14,94923.47
HW_PYRO_20250713,LD_C_30_N_2,R2,BL3 - BL3-H,SSC - SSC-H,20,160,0.125,2.584,43056,631697,8399.53,89143.94
HW_PYRO_20250713,LD_C_30_N_2,R1,BL3 - BL3-H,SSC - SSC-H,21,160,0.131,2.713,41007,623356,12458.44,94923.47
HW_PYRO_20250713,LD_C_30_N_2,R2,AreaSquareMicrons,CircularityPercent ,20,160,0.125,2.584,856,32,400.87,19.60
HW_PYRO_20250713,LD_C_30_N_2,R2,EccentricityPercent ,MajorDiameterMicrons ,20,160,0.125,2.584,73,40,20.11,10.67
HW_PYRO_20250713,LD_C_30_N_2,R2,MinorDiameterMicrons ,PerimeterMicrons,20,160,0.125,2.584,25,185,9.47,65.00
HW_PYRO_20250713,LD_C_30_N_2,R2,AreaSquareMicrons,CVIntensity,20,160,0.125,2.584,856,46,400.87,17.39
HW_PYRO_20250713,LD_C_30_N_2,R2,SkewnessIntensity,StandardDeviationIntensity,20,160,0.125,2.584,1,147,0.53,43.22
HW_PYRO_20250713,OTB_H_30_2,All Events,FSC - FSC-H,SSC - SSC-H,1021,159,6.421,100.000,92318,44913,89373.27,87055.01
HW_PYRO_20250713,OTB_H_30_2,R1,FSC - FSC-H,SSC - SSC-H,10,159,0.063,0.979,356867,563634,153090.18,84144.77
HW_PYRO_20250713,OTB_H_30_2,R2,BL3 - BL3-H,SSC - SSC-H,6,159,0.038,0.588,35726,570730,5160.43,91518.70
HW_PYRO_20250713,OTB_H_30_2,R1,BL3 - BL3-H,SSC - SSC-H,10,159,0.063,0.979,21466,563634,18807.52,84144.77
HW_PYRO_20250713,OTB_H_30_2,R2,AreaSquareMicrons,CircularityPercent ,6,159,0.038,0.588,853,42,347.22,26.72
HW_PYRO_20250713,OTB_H_30_2,R2,EccentricityPercent ,MajorDiameterMicrons ,6,159,0.038,0.588,70,42,24.71,7.98
HW_PYRO_20250713,OTB_H_30_2,R2,MinorDiameterMicrons ,PerimeterMicrons,6,159,0.038,0.588,26,182,9.17,72.38
HW_PYRO_20250713,OTB_H_30_2,R2,AreaSquareMicrons,CVIntensity,6,159,0.038,0.588,853,59,347.22,13.65
HW_PYRO_20250713,OTB_H_30_2,R2,SkewnessIntensity,StandardDeviationIntensity,6,159,0.038,0.588,1,178,0.43,24.04
HW_PYRO_20250713,OTB_H_30_3,All Events,FSC - FSC-H,SSC - SSC-H,2304,159,14.491,100.000,92225,34473,86434.84,69005.03
HW_PYRO_20250713,OTB_H_30_3,R1,FSC - FSC-H,SSC - SSC-H,10,159,0.063,0.434,395681,613228,136590.94,113226.42
HW_PYRO_20250713,OTB_H_30_3,R2,BL3 - BL3-H,SSC - SSC-H,5,159,0.031,0.217,28879,687104,11884.04,90504.01
HW_PYRO_20250713,OTB_H_30_3,R1,BL3 - BL3-H,SSC - SSC-H,10,159,0.063,0.434,14466,613228,17134.26,113226.42
HW_PYRO_20250713,OTB_H_30_3,R2,AreaSquareMicrons,CircularityPercent ,5,159,0.031,0.217,1250,35,1502.00,35.66
HW_PYRO_20250713,OTB_H_30_3,R2,EccentricityPercent ,MajorDiameterMicrons ,5,159,0.031,0.217,35,34,33.91,35.29
HW_PYRO_20250713,OTB_H_30_3,R2,MinorDiameterMicrons ,PerimeterMicrons,5,159,0.031,0.217,26,123,25.21,116.06
HW_PYRO_20250713,OTB_H_30_3,R2,AreaSquareMicrons,CVIntensity,5,159,0.031,0.217,1250,26,1502.00,23.96
HW_PYRO_20250713,OTB_H_30_3,R2,SkewnessIntensity,StandardDeviationIntensity,5,159,0.031,0.217,1,96,0.99,88.28
HW_PYRO_20250713,OTB_C_20_1,All Events,FSC - FSC-H,SSC - SSC-H,3988,160,24.925,100.000,90613,40431,86417.78,78224.81
HW_PYRO_20250713,OTB_C_20_1,R1,FSC - FSC-H,SSC - SSC-H,31,160,0.194,0.777,386686,562283,139231.88,108449.56
HW_PYRO_20250713,OTB_C_20_1,R2,BL3 - BL3-H,SSC - SSC-H,13,160,0.081,0.326,37109,618656,6371.30,104042.09
HW_PYRO_20250713,OTB_C_20_1,R1,BL3 - BL3-H,SSC - SSC-H,31,160,0.194,0.777,15585,562283,19026.32,108449.56
HW_PYRO_20250713,OTB_C_20_1,R2,AreaSquareMicrons,CircularityPercent ,13,160,0.081,0.326,882,34,398.04,24.09
HW_PYRO_20250713,OTB_C_20_1,R2,EccentricityPercent ,MajorDiameterMicrons ,13,160,0.081,0.326,69,39,22.62,13.10
HW_PYRO_20250713,OTB_C_20_1,R2,MinorDiameterMicrons ,PerimeterMicrons,13,160,0.081,0.326,26,182,9.73,73.72
HW_PYRO_20250713,OTB_C_20_1,R2,AreaSquareMicrons,CVIntensity,13,160,0.081,0.326,882,42,398.04,15.08
HW_PYRO_20250713,OTB_C_20_1,R2,SkewnessIntensity,StandardDeviationIntensity,13,160,0.081,0.326,1,147,0.48,52.84
HW_PYRO_20250713,OTB_C_20_2,All Events,FSC - FSC-H,SSC - SSC-H,1263,160,7.894,100.000,142838,71784,135478.28,115052.52
HW_PYRO_20250713,OTB_C_20_2,R1,FSC - FSC-H,SSC - SSC-H,37,160,0.231,2.930,354996,514914,136327.92,107611.91
HW_PYRO_20250713,OTB_C_20_2,R2,BL3 - BL3-H,SSC - SSC-H,16,160,0.100,1.267,43495,547285,7598.49,140915.42
HW_PYRO_20250713,OTB_C_20_2,R1,BL3 - BL3-H,SSC - SSC-H,37,160,0.231,2.930,18832,514914,22368.65,107611.91
HW_PYRO_20250713,OTB_C_20_2,R2,AreaSquareMicrons,CircularityPercent ,16,160,0.100,1.267,882,44,694.29,32.84
HW_PYRO_20250713,OTB_C_20_2,R2,EccentricityPercent ,MajorDiameterMicrons ,16,160,0.100,1.267,47,32,28.06,20.69
HW_PYRO_20250713,OTB_C_20_2,R2,MinorDiameterMicrons ,PerimeterMicrons,16,160,0.100,1.267,25,135,17.67,95.90
HW_PYRO_20250713,OTB_C_20_2,R2,AreaSquareMicrons,CVIntensity,16,160,0.100,1.267,882,35,694.29,20.60
HW_PYRO_20250713,OTB_C_20_2,R2,SkewnessIntensity,StandardDeviationIntensity,16,160,0.100,1.267,1,126,0.61,73.77
HW_PYRO_20250713,OTB_C_20_3,All Events,FSC - FSC-H,SSC - SSC-H,2008,160,12.550,100.000,100638,37366,99348.77,88176.03
HW_PYRO_20250713,OTB_C_20_3,R1,FSC - FSC-H,SSC - SSC-H,23,160,0.144,1.145,355453,600907,146827.02,130318.87
HW_PYRO_20250713,OTB_C_20_3,R2,BL3 - BL3-H,SSC - SSC-H,14,160,0.087,0.697,45576,633958,7363.43,133599.94
HW_PYRO_20250713,OTB_C_20_3,R1,BL3 - BL3-H,SSC - SSC-H,23,160,0.144,1.145,27761,600907,23414.13,130318.87
HW_PYRO_20250713,OTB_C_20_3,R2,AreaSquareMicrons,CircularityPercent ,14,160,0.087,0.697,881,26,309.33,14.07
HW_PYRO_20250713,OTB_C_20_3,R2,EccentricityPercent ,MajorDiameterMicrons ,14,160,0.087,0.697,69,40,22.84,11.96
HW_PYRO_20250713,OTB_C_20_3,R2,MinorDiameterMicrons ,PerimeterMicrons,14,160,0.087,0.697,26,198,8.93,66.35
HW_PYRO_20250713,OTB_C_20_3,R2,AreaSquareMicrons,CVIntensity,14,160,0.087,0.697,881,44,309.33,13.98
HW_PYRO_20250713,OTB_C_20_3,R2,SkewnessIntensity,StandardDeviationIntensity,14,160,0.087,0.697,1,144,0.54,47.55
HW_PYRO_20250713,OTB_C_25_1,All Events,FSC - FSC-H,SSC - SSC-H,1746,159,10.981,100.000,94783,38951,100481.67,96032.35
HW_PYRO_20250713,OTB_C_25_1,R1,FSC - FSC-H,SSC - SSC-H,27,159,0.170,1.546,346044,598714,145176.93,118189.44
HW_PYRO_20250713,OTB_C_25_1,R2,BL3 - BL3-H,SSC - SSC-H,12,159,0.075,0.687,45362,662026,6441.99,91281.70
HW_PYRO_20250713,OTB_C_25_1,R1,BL3 - BL3-H,SSC - SSC-H,27,159,0.170,1.546,20392,598714,23152.05,118189.44
HW_PYRO_20250713,OTB_C_25_1,R2,AreaSquareMicrons,CircularityPercent ,12,159,0.075,0.687,1114,25,1016.75,19.27
HW_PYRO_20250713,OTB_C_25_1,R2,EccentricityPercent ,MajorDiameterMicrons ,12,159,0.075,0.687,68,42,24.08,18.84
HW_PYRO_20250713,OTB_C_25_1,R2,MinorDiameterMicrons ,PerimeterMicrons,12,159,0.075,0.687,28,214,15.78,94.58
HW_PYRO_20250713,OTB_C_25_1,R2,AreaSquareMicrons,CVIntensity,12,159,0.075,0.687,1114,37,1016.75,14.53
HW_PYRO_20250713,OTB_C_25_1,R2,SkewnessIntensity,StandardDeviationIntensity,12,159,0.075,0.687,1,135,0.58,55.11
HW_PYRO_20250713,OTB_C_25_2,All Events,FSC - FSC-H,SSC - SSC-H,155,159,0.975,100.000,156404,125621,132677.19,177796.41
HW_PYRO_20250713,OTB_C_25_2,R1,FSC - FSC-H,SSC - SSC-H,16,159,0.101,10.323,331054,573646,134194.21,83700.86
HW_PYRO_20250713,OTB_C_25_2,R2,BL3 - BL3-H,SSC - SSC-H,14,159,0.088,9.032,46017,555834,2137.49,65344.63
HW_PYRO_20250713,OTB_C_25_2,R1,BL3 - BL3-H,SSC - SSC-H,16,159,0.101,10.323,40270,573646,15827.77,83700.86
HW_PYRO_20250713,OTB_C_25_2,R2,AreaSquareMicrons,CircularityPercent ,14,159,0.088,9.032,970,29,420.74,20.13
HW_PYRO_20250713,OTB_C_25_2,R2,EccentricityPercent ,MajorDiameterMicrons ,14,159,0.088,9.032,57,38,22.43,12.17
HW_PYRO_20250713,OTB_C_25_2,R2,MinorDiameterMicrons ,PerimeterMicrons,14,159,0.088,9.032,29,200,10.50,63.45
HW_PYRO_20250713,OTB_C_25_2,R2,AreaSquareMicrons,CVIntensity,14,159,0.088,9.032,970,48,420.74,15.01
HW_PYRO_20250713,OTB_C_25_2,R2,SkewnessIntensity,StandardDeviationIntensity,14,159,0.088,9.032,1,162,0.45,52.08
HW_PYRO_20250713,OTB_C_25_3,All Events,FSC - FSC-H,SSC - SSC-H,158,159,0.994,100.000,115910,127465,114796.62,198340.69
HW_PYRO_20250713,OTB_C_25_3,R1,FSC - FSC-H,SSC - SSC-H,25,159,0.157,15.823,308090,559449,64733.84,57621.01
HW_PYRO_20250713,OTB_C_25_3,R2,BL3 - BL3-H,SSC - SSC-H,24,159,0.151,15.190,45540,563817,5434.65,54466.57
HW_PYRO_20250713,OTB_C_25_3,R1,BL3 - BL3-H,SSC - SSC-H,25,159,0.157,15.823,43720,559449,10540.23,57621.01
HW_PYRO_20250713,OTB_C_25_3,R2,AreaSquareMicrons,CircularityPercent ,24,159,0.151,15.190,982,34,324.20,21.85
HW_PYRO_20250713,OTB_C_25_3,R2,EccentricityPercent ,MajorDiameterMicrons ,24,159,0.151,15.190,63,40,18.74,9.00
HW_PYRO_20250713,OTB_C_25_3,R2,MinorDiameterMicrons ,PerimeterMicrons,24,159,0.151,15.190,30,198,8.53,61.37
HW_PYRO_20250713,OTB_C_25_3,R2,AreaSquareMicrons,CVIntensity,24,159,0.151,15.190,982,50,324.20,12.81
HW_PYRO_20250713,OTB_C_25_3,R2,SkewnessIntensity,StandardDeviationIntensity,24,159,0.151,15.190,1,162,0.42,44.08
HW_PYRO_20250713,OTB_C_30_1,All Events,FSC - FSC-H,SSC - SSC-H,194,159,1.220,100.000,138688,157314,119293.29,212840.08
HW_PYRO_20250713,OTB_C_30_1,R1,FSC - FSC-H,SSC - SSC-H,36,159,0.226,18.557,314248,562196,66659.97,98553.54
HW_PYRO_20250713,OTB_C_30_1,R2,BL3 - BL3-H,SSC - SSC-H,35,159,0.220,18.041,47533,565459,6392.61,97999.14
HW_PYRO_20250713,OTB_C_30_1,R1,BL3 - BL3-H,SSC - SSC-H,36,159,0.226,18.557,46214,562196,10113.04,98553.54
HW_PYRO_20250713,OTB_C_30_1,R2,AreaSquareMicrons,CircularityPercent ,35,159,0.220,18.041,815,27,428.34,19.89
HW_PYRO_20250713,OTB_C_30_1,R2,EccentricityPercent ,MajorDiameterMicrons ,35,159,0.220,18.041,63,36,24.71,14.11
HW_PYRO_20250713,OTB_C_30_1,R2,MinorDiameterMicrons ,PerimeterMicrons,35,159,0.220,18.041,25,184,10.99,77.17
HW_PYRO_20250713,OTB_C_30_1,R2,AreaSquareMicrons,CVIntensity,35,159,0.220,18.041,815,46,428.34,17.74
HW_PYRO_20250713,OTB_C_30_1,R2,SkewnessIntensity,StandardDeviationIntensity,35,159,0.220,18.041,1,150,0.59,60.19
HW_PYRO_20250713,OTB_C_30_2,All Events,FSC - FSC-H,SSC - SSC-H,229,160,1.431,100.000,158129,150399,139718.13,206933.05
HW_PYRO_20250713,OTB_C_30_2,R1,FSC - FSC-H,SSC - SSC-H,41,160,0.256,17.904,329552,546829,87448.27,82706.47
HW_PYRO_20250713,OTB_C_30_2,R2,BL3 - BL3-H,SSC - SSC-H,39,160,0.244,17.031,44630,551204,5489.36,82440.54
HW_PYRO_20250713,OTB_C_30_2,R1,BL3 - BL3-H,SSC - SSC-H,41,160,0.256,17.904,42455,546829,11099.11,82706.47
HW_PYRO_20250713,OTB_C_30_2,R2,AreaSquareMicrons,CircularityPercent ,39,160,0.244,17.031,983,34,306.55,18.16
HW_PYRO_20250713,OTB_C_30_2,R2,EccentricityPercent ,MajorDiameterMicrons ,39,160,0.244,17.031,68,43,18.32,9.12
HW_PYRO_20250713,OTB_C_30_2,R2,MinorDiameterMicrons ,PerimeterMicrons,39,160,0.244,17.031,29,197,8.16,49.60
